Target,Cleaned
1,पोखोरेल कहिलै साचो बोल्दैन गुन्दा
0,विदेश बाट हेरने साथी चेनल जोडीनु साथी
0,जनता रबी लामिछाने देश
1,केपी ओलि झोले पुच्छर केपी ओलि गजुर समातेर ठुलो ठुलो पो बा
0,देश युवा हाँक्नु पर्दछ
0,जय जय रबी सर प्रधानमन्त्री रबी लामिछाने हुनुपछ
1,तिमि सब उस्तै हौ हेरे हैन पैले
1,सुरेन्द्र मान्छे चमचे दलाल हासो मन परेन
1,राजा पन्चायत खडा गरे जग समेत भत्काएर अपराधी देश समाप्त गर्दैछ्न चाहे सुशासन होस वा शान्ति सुरक्षा आर्थिक सामाजिक स्वाभिमान परराष्ट सम्बन्ध कानुनी राज ध्वस्त पारिसके
1,पुण्य गौतम ताइन तुइ कुरो
0,देश सुशासन समृद्धि यस्तै अलगधार राजनीति समर्थन गर्नै
1,सहि पि अस्तित्व हरास
0,पत्रकार ज्यु हत्यारा पद बढाइदिन्छु भनेर काम लेखपढनै नभए हुदारैछन भनेर सोद्नुस
1,याे झुट बाेल्छ ज्ञानेन्द्र शाहि काे झुट बालेकाे
1,अस्ति भर्खर पोखरा गोलि हानी घाईते बनाए जना ब्याक्ती
0,भुस्याहा कुकुर बरबराउने गरे प्रचण्ड
0,आफु गरे चमत्कार अरु गरे बलात्कार
1,नेपाल संविधान बिरुद्ध कस् बोल्न पाइदैन देसै टुक्र्याउने खुला बोल्दा
0,नेपाल अन्तर्राष्ट्रिय सम्बन्ध भारत चङ्गुल बाट निकालेर ओलि बिश्वाब्यापि बनाए
1,मुजि झोले पत्रकार गोलि भुट्नु
0,हजुर गणतन्त्र सपोर्ट परेन
0,ईन्स्पेक्टर भाई छात्ती भरि बुट हाने आहि आँखा झल्झलि
1,दाेसि हाेईन सावित्री परछ फासी फासी
0,सुरेन्द्र केसी ठिक धमला फुर्याई केसि
1,चोर अनि जनता माहाचोर साला दिमाग नभा जनता यहि हाल
0,देश होनहार युवा नेता गुमाउनु पिडा मुटु चर्कियो
0,मेयर साफ सहि बिचार नबिराउनु नदराउनु सच्चा जनता हजुर छ्न
1,मान्छे बादर रैछ
0,गगन जि पहिला काङ्ग्रेस सुधारेर देखाउनुस अनि भाषण गफ दिन अाउछ
0,जत्ती सरकार मन म्रजी ग्रछ उत्ती मौलाउने बिप्लब
0,पेल्छ केटो मज्जा लाग्छ
0,भीमार्जुन आचार्य सहि
0,देश वटा जिल्ला यस्तै मेयर गाउँ देश बिकाश लाग्ने यस्तै शाहास काम जानू मेयर जनता तपाई पक्ष
1,गाडी रोड आलु दुइचार दिन झमक नहोस गाउँ शहर रोड मजबुत बनाउन आवश्यक नेता जि भ्रष्टाचार दलाल ठेकेदार कार्वाही
0,साइकल बजे भेटियो लास चै कहिले भेटियो हा साला कुकुर्नी
0,हजुर कार्यक्रम पावर बेला सरकारी जमीन देश बेचीसके चोर नेता
0,तेरै गुरु राम्राे हाे ढाेङ्गि ढाेङ्गि काहा बाट अायाे याे लिटल बुघ पाखन्डि साला
0,नेता देश नबिगार अती भो गरिब छोरा चोरी नमार कुर्सी लागी
0,नेपाल देश बनाउनुपर्छ बनाउ समर्थन मत त्यारछु रवि प्रधानमन्त्री जय नेपाल जयहोस्
1,कुन घाँस प्रश्न सोध्ने दोषि न्याए पाउनु रे
0,साझा पार्टी देखाउँछ देखाउँछ
0,पुत्रकार एकजुट द्वारिका चौधरी बिरुद्ध भ्रष्ट बिरुद्ध च्युइक लेख लेख्दैन पत्रकार यस्ता पत्रकार नाक डाडि नभाचेर फुलमाला लगाउने
0,जात धर्म असर तरिका एउ टा एडेन्डा बनाउनुस अनि त्यस्तो एउ टा नया पार्टी निर्माण गर्नुस जनता हजुर भोट दिनेछन हामि तपाई प्रधानमन्त्री हेर्ने ठूलो सपना जय नेपाल जय रबि सर धन्यवाद मदन क्यानडा नेपाल युनिट
1,महिला रास्ट्रपति राजिना बिकल्प इनि काम राजिना प्रछ रास्ट्रपति
0,सत्य तथ्य हजुर सिङ्गो अपरेटिङ
0,रबि लामिछाने देश प्रधानमन्त्री हेर्ने ठुलो रहर देश ठुलो काजुली फेर्ने थियोे
0,तपाई देश प्रेमी जनता हिरो
0,आनुहार हेर्दा दलाल भ्रष्टाचारी गुण्डा
1,पद्मा अर्याल कुरो सुन्दा पद्मा आईमाई बिष्णु पौडेल रखेल रैछ दुईमत रहेन
0,दिपक बोहरा ज्यु धन्यवाद दिन चाहान्छु दु खद रबि ज्यु
0,देश खोजे रबि सर जिन्दावाद
0,पुन्डे गाला फुट्ने हाने हेर्न मन
1,सहकारी लालिगुरास सहकारी चोर रबि दाइ मामा डुबायो
1,काडगरेस कमीनीस्ट सरकार कालो मोसी भरीय सीसी
0,मेयर ज्यु तपाई जनप्रतिनिधि खाँचो देस
0,राजेश्वरी दाइ बिचार उत्कृष्ट पुण्य गौतम सरकारलाइ बोक्न जरुरी
0,खाते नेतागिरि जति कार्यक्रम राखेर समेलन गराउ बम बिस्फोट गराएर ध्वस्त पार्न बम बिस्फोट गराएर ज्यान दिन ससक्छु ता मेरा सन्तति नेपाली भनेर गर्व सकुन
0,सत्य समाचार हेर्ने हाे युट्युव मिडिया हेर्नू
0,राजा बीन देस सान्ती आउदैन जस् जति धाक लाउस जा
1,नाचे हौ तेस्तो फरिया उचालेर देखाइ देउ नेपाली भनेर जाठी
0,हेर चोर नेता आतिए राजा आउला डर छोरी बुहारी आशे पासे जागिर जाने भो
1,ऋषि धमला इन्डियन दलाली भारत सङ्ग रोटिवेटी सम्बन्ध इन्डिया भक्त फाइदा
0,नेपाल नया यूग सुरूवात भैसके झै लाग्या
1,भ्रष्ट चोर दलाली मठ मन्दिर गुठी ब्याक्तीगत नाम गरिए सरकार ठोस कदम चालोस
0,लाग्छ जन्ता जन्ता भावना बुजेर एउ टा सच्चा देश प्रधान मन्त्री हुनै रबि सर हजुर करोडौ जन्ता समर्थक
1,प्रचण्ड भ्रष्टाचार दिन नजिक आउदै गान्दै बस छिटै तेरो घर आएर मर्दिने जनता देश जनता ताकत हेर्दै जानु प्रचण्ड सजिलो मर्ने हजर मान्छे मरे अन्तर्राष्ट्रिय अदालत मुद्दा हल्ने
0,रातो लागाउनी सर कुरो लाग्यो
1,ब्यवस्था काम नेता जति हेर पानी बिना माछा झै दिन टाढा
0,डिसलाइक जाना रबि ज्यु हिरासत मन थिएछ खाते ईन्डिया बाट कति खुशी रबि ज्यु आउनु
0,रबि भब्य स्वागत धन्यवाद कार्यक्रम जन सपोर्ट
1,झोले काम बिथा विभिन्न गर्छन यार बिथा पारो तातिने
1,मन्छे तेसरी मर्दा झुट बोल्छ
0,हास्यव्यङ्ग्य चुट्किला उखानटुक् सिक्नु
1,थुक्क बिद्यादेबि बुद्दी
0,गगन थापा ज्यु नमस्कार देश जनता रगत तातिए मुटु थर्किए शाहि काे अाक्रमण जनता मन चर्किए जनतालाइ सान्त्वना आबाज ऊठाऊनुहोस्
1,चोर अाफ्नो पाटी बचाउ चोर नेपाली काँग्रेस मान्छे झन भुसिया कुकुर
0,मेयर त्यही भन्दिदा चै अपराधी
0,सुशील पान्डे एउ टा शाहासिक पत्रकार
0,लाजै लाग्यो थैट मुला खाते कुन मर्यादा काहा काहा बोल्दैछु थुइक्क जाठा
1,नेपाल प्रहरी कहिले साचो बोल्दैनन
0,कलियुगकाे भगवान रबि सर यहाकाे खुट्टा ढाेग्न चाहान्छु
0,जहि जनता आवाज बोल्ने कोसिस गर्नुहोला धन्यवाद
0,राजा आऊनू विकल्प
1,पठक भटेर जनता नेता झन्डे झोले
1,यि नेकपा होनहार बिलक्षण प्रतिभा लठुवा युवा नेता थाहा गणतन्त्र धर्मनिरपेक्ष संघियता बिदेशी हुकुम दल दल नेता स्वार्थ भनेर
0,सुशील जी प्रश्न शैली उत्कृष्ट छ्न
0,शुसिल जि पत्रकार
1,देश सकेछन बेचे खान सुरू गरेछन लखेटनु
0,जना भ्रष्टचारी सन्तान हात किरा परिसकेछ हान्न
0,दुरि बलियो लामो तय
1,सि जिन पिङ बाट सिक दलाल झोले देश नेता चीन प्रगति पथ लम्किए भनेर
0,शेरे बा बोली बा बुझ्नु
1,अनि डाक्टर सुरेन्द्र केसि बोल्ने मैदान निस्केर काम डराउछ
1,अपाङ्ग ता उडाउनु आपमान रास्ट्रपति पद् हेक्
0,नेपाली जनता प्रधानमन्त्री संमान गर्छन
0,सुशील जि सलाम जनता आवाज बोल्नु
0,धर्ति पुत्र मेयर साप् लाल सलाम्
1,राजेन्द्र बानिया भरसटचार मतियार
0,बल्ल बल्ल मन शान्ति छायो
1,साच्चि पुलिस भनौदा नेता गुलामी जनता सुरक्षा
1,बामे छाउरा देस सक्क्ने भय
1,हास्यास्पद गणतन्त्र रास्ट्रपति गरिमामय पद बसेर प्रधानमन्त्री भैसके ब्याक्ती हासो उडाउनु सार्वजनिक स्थान कत्ति उचित अनुचित गणतन्त्र हैन राणी सभा राणि देश प्रगति भन्नू
1,चोर चाक बाट गोलि हानी मुख बाट निकाल्नु बेला छिट्टै आउदै होस चोर
0,वढि हुडार सिंह आहार खोसेर रजाइँ
1,दिमाग खुस्के आईमाई युवा संघ कारबाही गरेसके यिन
0,रन्डि बाहान नगेन्द्र चम्चा साला
0,अनुसन्धान क्राइम पेट्रोल हेरेर सिक्दा नेपाल प्रहरी
0,रबि लामिछाने लिएर अाउन साझा पाटि
0,नेपालि सान रबि लामिछाने सच्चा पत्रकार सलाम
1,विदेशी मर्दा कठै हामि नेपाली दाजुभाई मर्दा शोक मनाऊन छोडेर मजाक उडाईरहे
1,पत्रकार गोठालो
0,अरु रर्याप रर्याप पार्छन डा साप भिमार्जुन अाचार्य शहि
0,झोले पार्टिगत पत्रुकार भ्रष्टाचारि चाहि कार्बाहि
1,प्रचण्ड बिप्लप पार्टि छिटो मारे
0,रवि ठाउँ बाट योगदान ठाउं अबश्य पुर्याउँछ अहिले रवि जवरजस्ती राजनिति तान्नु हुँदैन
1,सरकार डगमगाउछ ठुलो बिडम्बिना
0,प्रहरी यातना कालो बुट जुत्ता मुटु किड्नी
0,आइमाई गल्ती भन्नुभन्दा हजार सोच्नुहोला
1,नेपाली पुलिस खतम भैसके अबगत नगर पोखेरेल मुला
1,राक्षस बाहुन प्रचन्डे बोकोहराम उखाने जस्ता राज योगि नरहरिनाथ भबिस्यबाणी ठ्याक् मिले
1,छायाँ सेन्टर जस्ता जाेगाउने प्रपञ्च हाे याे कति ठुलाे बिटाे मिल्याे सचिव ज्यू
0,डा साब भनाइ सहि उहा गित मनै स्तम्भ बनायो स्वार अति मिठो
0,सावित्री सिकायर लगेकाे
0,मिडिया हेर्दा जनता समर्थन मेयर साब देख्छु
0,अव आउलो मंगशिर चुनाव रविन्द्र मिश्र कास्की पाइयोस्
0,शब्द सलुट रबि सर
1,मुजि बानियाँ कस्तो खाते कुलमान नभए नेपाल उज्यालो अझ कुलमान कमजोरी देखाउछ यिनी शोषक
1,हाहाहाहाहा हँसायो कुन पुत्रिकार दोसि न्यायपाउनु डाम्ना
1,पुन्य गौतम ग्यानेन्द्र साहि घटना नेकपा आरोप लागे भय रण्डि बान तेरो पुलिस समाउदैन
0,नेपाल प्रहरी नेपाल ठुलो चोर अनि बलातकारि छन
1,हालत छाड्न हुदैन यस्लाइ सिधै सुलि चढाउन
0,नेपाल नायक रबि लामिछाने भिडियो डिसलाईक कारबाही अनि टिचर जिउदै जलाउनु
1,श्रषि झोले बोल्ने
1,थुइक सब सब भ्रष्ट नेता
1,पि डि घुम्टो ओडेर राष्ट्रियता नभए मान्छे काम
0,भ्रष्टाचार नियन्त्रण मेयर साप कदम ठिक
0,पत्रकार मित्र मेयर साब ठिक जेनि सुद्नु आवसेक हामि बुजे
1,नेपाल नेता हुम मति गुम्दै गयेजस्तो लाग्यो
1,भष्टचारि कर्मचारी पित झाेले पत्रकारकाे नाक हैन ढाडकाे हट्डि भाच्न
0,काम रबि ब्रो नेपाली मन काम यही शुभकामना रबि ब्रो नेपाल राजा
1,नेपाल बिरोधि अपराधी पालेको मिडिया चुइक्क बोलेनन्
1,नेकपा मासियाे एस् कस् भाेट
1,राष्ट्रपति गरिमामये पद बेइजत यार
1,सुरु बाटै आय सेरे प्रचण्ड केपि दोशी
0,रबिन्द्रा भ्रष्टाचार कान्ड पहिला फास पर्नी
1,धमला पैसा खाने पत्रकार
1,साेझाे शेरधन राई बद्नाम खाेजेकाे जस्ताे
1,बौदीक नेता गरेकोरे कती ओली भक्त रहेछन बेठीक भनन नसकने घनशयाम भुसाल भीम रावल धन्यवाद ग़लत जनता समक्ष राखनु भय
0,रातो कोर्ट लाउने सहि गरे
0,केसि जिल्ल परे बरै कहा प्रस्न कहाँ लगेर सोद्छ पत्रकार अलि प्रस्न सोधपुछ सिक्न
0,ब्याबस्था नराम्रो पोल खोलिन लाग्यो भनेर राजा आउनु धर्म निरपेक्ष खारेज
0,होन्त स्वागत नेपाली सन
0,खत्रा बहस च्यानल सत्य तथ्य तुरुन्त आउनु जन्ता जान्न चाह्न्न्छ
0,राष्ट्र सपुत रबि लामिछाने सपोर्ट यता हाजिर
1,आखिर नेपाल धर्म सस्कृती परम्परा मौलिक मास्ने अहिले सरकार नस्तिक होलि वाइन खाने
0,रबि दाई हेरे मुस्कुराउनु
0,देश विकास अनि समृद्धिकाे पथ लैजान जङगे हाेइन केवल कार्यकाल साझा पार्टी नेतृत्व अपरिहार्य
0,राबिलामिछाने नियात मान्छु
1,नेपाल प्रहरी सँसार नाम अहिले राजनीतिक नेताहरूकाे झाे कार्यक्रता हुना प्रहरी बदनाम हुदैछन
1,ठुलो सरकार उल्लु बनाए बाँकी पैसा खान्छन अहिले सरकार तुरुन्त धाल्नु
1,जेल चिसो हावा खुलाउनै
1,रास्ट्रपति गरिमामय पद व्यक्ति बिपक्षी दल नेता एउ टा दल नेता हैसियत खिल्ली मजाक उडाए देख्दा रास्ट्रपति सम्मानित पद बेज्जत अपमान
1,हामि हेर्ने येति चिड चिड पसिना रिस उठ्छ भोग्ने कस्तो
1,हिजडा रनडि पैसा खाएर घुम्ने थाले
1,धमला खुट्टा खेर्लेङ्खेर्लेङ गराए
1,हत्यार बोकेर खुल्ला हिड्ने मान्छे गोलि ठोक्ने अनि कानुनु दैर ल्याउनु
0,मेयर सहि थारू पद बाट निकाला लीला मेयर जी मेयर जी
1,नेताहरो जेल नया बनौनु
1,मुजि पोखरेल लठौरा नम्बर झुते साले हरामि खुद ज्ञानेन्द्र शाही जिउदै यातना दिएर खुट्टा भाचेर हैन प्रहरी बाट यातना भा बोल्ने झुटे मुजि पोखरेल शिक्षा कमि
1,रबि सर ग्रयान्ड स्यालुट
1,तेरो भुत्रो छाड्यो
1,पुलिस पहिला ठिक अहिले ठिक बोलाउनु हुदैन
1,कस्तो पागल पत्रकार रैछ सुरेन्द्र झापड हाने
1,समाज भार्न्ति फैलाउने गलत समाचार देखाउने सहि मान्छे गलत गलत सहि पार्ने यिनै माच्चिक्नि
0,पराण प्यारो
0,सु स्वागत छिमेकी दाजै दछिण छिमेकी चाहिँ नाक फुलिरा
0,निखिल उप्रेती फ्यान यता
0,भिमार्जुन आचार्य जना देश भक्त राष्ट्र प्रेमी लिष्ट रहनुभए
1,शमपती शुद्रीकरन केपी ओली शङग भय मुखय भरशाचारी ओली शिधै बुझिनछन
0,सर सोध्नुन रबि कुन हिसाब लगए
1,खाते रन्डि छोरा कस्तो मानव अधिकार बादी
0,देश छन्न मैहो चोर नजर कूलमान जोस सलूट
1,कांग्रेस सडक अाउनु पर्याे गफ भएन
1,कान्तिपुर न्युज भारती दलाल प्रसारण गरे समाचार औचित्य लाग्दैन
1,पैसा मुख कालोहुन्छ भन्छन लोभिपापी पैसा दिन्न छोडनुपर्छ कृश्चियन सिर्चियन सिधिन्छ
1,चोर पत्रकार पत्रकार कुल्ली भरिए हैसियत नभए पत्रकार सुरेन्द्र केसी अन्तरबार्ता दिन पुगेयो
1,मुजी आईमाई फटाई रहिछे
0,होस ठुलै उपलब्धि
0,मेयर द्वारिकालाल चौधरी ढिला कडा मेयर साहव
1,बाहुन बाहुन क्षेत्री नाम कलङ्क चरम यातना दिएर मारिदिए
0,बिचार लाग्यो सुरन्द्र भण्डारी ज्यु अघि बढनु जनता अबस्य मिल्नेछ
0,चिनी आँउदा खुसी भर्ती आउँदा रिस उठ्ने यता हाजिर गरम्त
1,ठग छोड्नु हुँदैन
1,लाख विदेश बस्ने नेपाली गाली सावित्री सुवेदी फेक
1,रबिन्द्र दाई राजनीतिज्ञ मारे महसुस भय जनता कडाई छानबिन होस
1,पुरनो नेता पार्टी जनता खारिज जरुरी
0,कुलमान भएर अन्तरवार्ता हेरे
1,आईमे थाछैन हौ पद बसे घास
1,हुनत मपनी क्षेत्री धिकार मुजि बाहुन बादी मिडिया बाहुन
1,देख्छन कम्युनिस्थ तागत काम यि अपबाह फैलाउने दलाल
0,दम सहि बालकृष्ण सर
1,आलु ताइ थुई गरिरहन्छ
0,रबि सर सम्मान भनेर गुरुलाइ बचाउन खोजे रबि सर सम्मान हुन्न साचो बोलेर सयोग तिमि अपराद सामेल
0,निखिल दाइ बिचार सहि
1,हैन ईन्टर्भिउ लिने मान्छे मोदि जुवाई खलक प्रस्न सोधाई स्पस्टिकरण हैट
0,बिचार साच्चैनै उच्च बिचार
0,पत्रकार पत्रकारिता नेपाली समाज रुपान्तरण येस् इमान्दारीता
1,देश काटो खाने सकाए
0,ऊहा अठोट जनता सहमत भविष्य बदल्ने नेता होईन देश जनता भविष्य बदल्ने नेता चाहि
1,उध्योग लुट्नुसम् लुटे
1,इमोर्सन ब्ल्याक मेल क्षमता चाहिँ रबि दाइ
0,धन्यवाद आदरणीय रवि दाजु
0,सर नमस्कार इमान
0,आदरणीय गायक रामकृष्ण ढकाल जि न्याय चोटि जनता उठ्नै पर्ला होइ
0,भएपनी सर जवाफ चै मनपर्यो
0,साबित्र सुबेदी चुतिया यस् कार्वाहि
0,सुशील दाइ सहि पत्रकारिता अनुपम हजुर स्यलुट हजुर
0,रबी सर पत्रकार मेयर पनी नराम्रो लाग्दैन
0,भरष्ट हरूलै जरै बाट मास्नू सके रबी जि देश बिकास् हून्छ भरष्ट चारी झूट्टा मूद्द लाउने मल्ल पूष्पे रेनू बादल कीरीस्न सेरेष्ट मूर्दा बाद रबि जन्दा बाद
1,केपि ठाउँ पुर्याइ मातिएर खुट्टा भुइ रास्ट्रपति
1,अहिले नेता सब जेल हाल्नु राजा ल्याएर राजा फालेर हजार राजा जन्मिए अहिले
0,गाएक राम कृषण ढकाल् न्याए पावस
1,कहाँ बाट काह
0,यस्तै खरो दरो प्रश्न गर्नुस सुशील सर निडर पत्रकार
1,बेइमानी गधा रबिन्द्र अधिकारी निर्देशन पालक दास
0,मेयर साहिब बाकि ठिके प्रस्तुत हुनुहुने सहिली चाहि फेरनु नेपाल संत पत्रकार जासुशि नेपाल चैवर नेता छेवरा दलाल छन जस्ते हुदाण ग्नेन्द्र साह मुदा झैलेपत्रकार कणला चोर
1,थुक्क साले सालि कमेन्टर
0,सभ्य सुस्कृत पारदर्शी राजनितिक ब्यबस्था नेपाल आवश्यकता
0,भन्न चाहान्छु रवि देश प्राण प्यारो
0,अरु जसरी नबद्लिनु
0,जबर्जस्ती माफी माफी यस् पानी नाक डाटि बाच्नु
1,जन्ता सोचे गणतन्त्र आएन नेता ज्यु गणतन्त्र हजुर हजुर कार्यक्रता
1,नेता आफ्ना जता उतै यस्तै भिडभाड लोभि हुँन्छन्
1,खाली पुरानो थोत्रा अनुहार ल्याएर हेर्नै नहुने बनाए दहाल्
0,सहि प्रस्न पत्रकार जिउ
1,कुकुर छाऊरो गलत कुकुर बेरोजगार झोले नेपाली भलो चाहन्न है कुरो सत्यता
1,सत्ता पक्ष समर्थन काम प्रहरी बाध्य
1,शेरे बोल्छनै तेस्तै पत नपाउदा मुर्छा परेछ साला चोर हुनत बिध्या भन्दारि हाई हाई भन्न खोजे है साथी
0,आशा किरण काम जानु
0,चिन बाट नेपाल भ्रमण आउनु सि जिङ्पिङ् नेपाल नेपालि हार्दिक स्वागत
0,रबि जन्ता बिश्वास परे पत्रकार सुशील जि हेरे छ्न
1,अति पछी मार्न मर्न पछी पर्दैन मान्छे नाक भाच्नु पर
1,नगेन्द्र शाही आतंककारी प्रचन्डे उखाने ओली भाडा तत्तु गलत छुट्ट्याउन सक्दैनस
1,केपि काे भाेले भतुबा काे सुन्दा जुत्ता मुख हानु जस्ताे लागछ
0,बुद्धि जिबि मिठो रबिन्द्र सर्
0,रबिन्द्र मिश्र नेपाल खोजिरहे इमरान खान
1,कुर्सी जन्ता मार्न नेता जात भात धर्म चेन्ज नेता कानुन नेपाल
1,अहिले सर्कार केहीकाम गर्देन भ्रष्टाचार ठिकं भाछ राजा ल्याउँने भ्रष्टाचार जेल हाल्नु
1,चोर भ्रष्ट
0,रबि सर समर्थन रहनुभए यता हाजिर हुनुहोला पुडासैनी श्रीमती दबाब मुद्धा हाले मुद्धा फिर्ता लिने मिडिया है
1,नेपाल राजा नेपाली हाेईन् साला हाेलिवान् काे दलालि बडि नबाेल
0,तपाई ब्यक्ति आम्ने साम्ने भये हेर्ने इच्छा पूरा थोरै कोउतल्ता सुन्दा सुन्दा कति खेर सकियेछ थाहै भयेन
0,यस्ता जनता जागृत गराइ पछी मिडिया आउनु
1,पत्रुकार हेर्ने भीड धमला माथी हमला प्रमाण झुक्याउने पित पत्रकारिता पत्रुकार महोदय
1,छोडि दिऊ भो नेता ज्यु तपाई गु खाने बाट देश हुन्न बिकल्प आई बैशाख गते बजे माईतिघर आउनुहोला हेर्न
0,कानुन थाहा पाइन भन्न मिल्दैन गैरकानुन बिधुत कट्नुस कुलमान सर
1,पहिला मजा अनि अहिले योन दुर्ब्यबहार हैट व्यक्ति
1,प्रचन्ड बिगारेको अहिले नेपाल भर्स्ट्चार बलत्कार हत्या केपि खोजे प्रचण्ड मोड चोर हत्यारा प्रचण्ड नेपाली देशी ईन्डियानि तेस् नेपाली पहिचान कहिले देखाउन खोज्दैना
1,देस जन्ता सेवा भन्न लाज लाग्दैन रन्डि छोरा पुन्री गौतम
1,पत्रकारी पेशा बाट बर्खास्त
1,प्रश्न शैलि मिलाउन नसक्दा गालि कति पाईन्छ भनेर हेर्न याे भिडियाेकाे कमेन्ट पत्रकार गालि बर्षेकाे हेर्नुहाेला
1,सर्लाहि प्रहरी हात खुट्टा ठाऊ भाँच्ने गोलि हानि मार्ने अनि भिडन्त मारिए भनी बिज्ञप्ति निकालि प्रहरी चोखो खोजे
1,यस्ता कार्यक्रम सुरेन्द्र केसि बोलाउनु पत्रकार जिउ यस्ता दलाल थग ठिक
0,गणतन्त्र छाडा तन्त्र भय जनता राजा आउनु
0,तपाई पनी सडक आएर भ्रष्टाचार हिंसा हत्या अराजकता बिरोध
0,नेपाल गुलाम नगरी बाँच्न अबस्था मिलेर परिस्थिति चाई अन्त्य
1,केवल पैसा पद माया
0,जय रवि ऋषि धमला रवि सर खुलेर सपोट गरे धन्यवाद
0,दुबै जना ल्याउनु
1,पुन्य गौतम झोले भैसक्यो कुन नेता पछाडि हात चात्न पाए
1,गूठी हस्तक्षेप गरिरहे छन
0,भिमार्जुन ज्यु अभिव्यक्ति सान्दर्भिक हिजो थाहा भएन अव वुझेर देश वचाउन वनाउन लाग्नु जरुरी
0,बिचरा अधिकारि जि युवा नेता
0,कति खेर रबि सर रिहा उहा मुहार हेर्न आतुर भा
0,मान्छे मन्त्री बन्नुपर्छ
1,प्रहरी सरा सर गलत गरिराख्या
0,बोल्यो सहि बोल्यो
1,बिच चोर रय क्स
0,सुशिल सर तपाइ सैली सारै मन पाठक बोलि
0,रबि सर आफ्नु जियान बाजि राखेर काम
0,हामीसबै
1,पुलिस गल्ती गरे गल्ती स्वीकार सक्दैन पुलिस तर्फ छवि गिरे देख्दैन पुलिस हिरो खोज्ने छन
0,भिमार्जुन सर भनाइ अध्यन खारिए भनाइ
0,होस खुसीलाग्यो
0,मिस्र जि फेन है
1,अनुहार हेर्ना मन लाग्धैना अस्ति ज्ञानेन्द्र साई माथी कुटपिट भा एसै इसारा अहिले रवि सर पुलिस फसाउने ठूलो चक्र्विउ रचे प्रस्ट
1,हावा बाेल्छ याे त्रृषि फटाहा काम
0,कहिले नरिसाइकन अन्तर्वार्ता लिन उत्ते जना धैर्यता बढी सालीन व्यक्तित्त्व आदरणीय भूषण दाहाल प्रष्ट वक्ता रवीन्द्र मिश्र संवाद प्रभाव पार्यो
0,राजा एकीकरण बनाए देश छाती फुल्काएर नेपाली भन्न पाए अझ ठुलो स्वर साला आतंककारी
0,दीर्घकालीन सेवा चल्ने भोली हुनुभएन है चिकन
0,सलाम मेयर जि जेगर्नु भा सहि भा
0,रबि दाइ बास्तबमै रियल होरो हुनुन्छ देश दुख अन्याय भगवान हैन रबि दाइलाइ सम्झिन्छन नेपालि
0,मजा आएन दुवै जना भाव कमसेकम पक्ष विपक्षलाइ बोला
1,बह्स फैदा ऋषि जि रिजलट खोइ
1,थुक्क सोम खाते अनुहार नहेरौ ल्याएछ खाली सरकार बचाउ
0,नेपाली ठुलाे जात सानाे जात बनाउने मान्ने धर्म सस्कृति बहिस्कार
1,कुरो बुझ्दै जादा राम बहादुर बम्जन आश्रम ठुलै राजनितिक संरक्षण
0,पत्रकार हुनू
1,उता धोती जलि रा चिनियाँ रास्ट्रपति आउँदा
0,रबि सर फ्यान
0,मेयर साब सहि छन
1,केटाकेटि पोजेटिभ भाईभ अन्तरवार्ता
0,रवि सर बोले कति मिठास शब्द बिरोधि जवाफ छाती ठुलो अति खुशी गौरव लाग्यो रवि सर जिन्दावाद
0,ऋषि सपोट
0,हल रुप बोली बुझिने ब्यबस्थापन मिलाउन संयोजक आग्रह
1,केपि झुठो खाए परिणाम
1,मान्छे हत्यार होलेर हिड्नेछ नेपाल पुलिस गोलि ठोक्नु
0,उपभोक्ता हित संरक्षण संघ अध्यक्ष कुरो सहि
0,गर्ब रबि दाइ प्रती
0,बिप्लप सङ मिल्न जाउ यिन जेल हाल बेतुक बोल्दै नहिन
0,अनि नेपाल जलविद्युत अगि कारण नेपाली मुद्रा बचाउ भएअनुसार फाईदा
0,रास्ट्रपति लायक सपूत
1,बलात्कारी धोति फांसी दिएर बलात्कारि फांसि सजाय कानुन बनाउन
0,सहि बोल्नुभो सर
0,नेपाल सङ्घियता बिस ऋषि जि सहि डाक्टर साब
1,नेपाली भेडा भनेर तेतिकेय
1,राष्ट्रपति त्यसरी व्यङ्ग्यमूलक भाषण नेता उडाउनु शाेभनीय भएन
0,यही चोज बिचार गरे हउ बिस्वास अनी हउ कती सादा जिबन अनी उच्च बिचार रबी दाई सिकउ सिकउ
1,दिपनारायण मेयर बोल्ने तरिका चाही भयेन भा मेयर थुक्क जिन्दगी
1,गधा नेता जति दुध नुहाएर गाई खोजे यिनि कर्यसैली नियत प्रष्ट सङ जनता बुझिसके आगामी चुनाव देखाइ यिनि औकात
0,राजा फर्कनु
1,भ्रष्ट दलाली अनि माफिया राष्ट्रघाती नेता दिन
1,वास्तविक लुकायर हत्यारा सपोर्ट
1,चोर गल्ती स्विकार्नु कहाँ कहाँ दोस लगाउदै जाने स्साला भ्रष्ट लाजै
0,प्रतिपक्ष यहि एउ टा मानव रैछन बा दानव राक्षस रैछन
0,दिन पछी सिदाकुरा जनता रबि दाई बोली सुन्न पाईयो दिन मौलाय भष्टचारि ओईलाउने दिन
0,बिश्व उत्कृष्ट प्रधानमन्त्री हुन्छन रबि जनता
0,हिरासत सिसि क्यामरा खोइ देखाउने सुशील जि
